"Tier4","Tier5","fYEAR","COUNT","TOTAL","LONGITUDE","LATITUDE"
"1808","6976","2008",983,39450,147.724577766667,-18.7323166666667
"1808","6976","2010",1955,39400,147.724577766667,-18.7323166666667
"1808","6976","2012",1033,39750,147.724577766667,-18.7323166666667
"1808","6976","2016",4479,40850,147.724577766667,-18.7323166666667
"1808","6976","2018",11227,61250,147.724577766667,-18.7323166666667
"1808","6976","2020",9609,50400,147.724577766667,-18.7323166666667
"1808","6988","2008",3091,38700,147.552516633333,-18.7351166666667
"1808","6988","2010",4689,39400,147.552516633333,-18.7351166666667
"1808","6988","2012",3338,40150,147.552516633333,-18.7351166666667
"1808","6988","2016",5696,41300,147.552516633333,-18.7351166666667
"1808","6988","2018",12439,68000,147.552516633333,-18.7351166666667
"1808","6988","2020",10440,55850,147.552516633333,-18.7351166666667
"1808","7116","2007",26651,59700,146.81261668,-19.195546668
"1808","7116","2009",25810,63100,146.81261668,-19.195546668
"1808","7116","2011",25243,60150,146.81261668,-19.195546668
"1808","7116","2013",21846,56950,146.81261668,-19.195546668
"1808","7116","2022",1553,1950,146.814364,-19.196611
"1808","7116","2024",2966,4800,146.8163485,-19.197357
"1808","7117","2022",8942,20800,146.848687,-19.170857
"1808","7117","2023",3658,8750,146.848687,-19.170857
"1808","7117","2024",3444,12050,146.848687,-19.170857
"1808","7121","2007",8629,41600,146.8653375,-19.1556958325
"1808","7121","2008",8708,42400,146.8653375,-19.1556958325
"1808","7121","2009",7507,41950,146.8653375,-19.1556958325
"1808","7121","2010",7214,42450,146.8653375,-19.1556958325
"1808","7121","2011",6759,41200,146.8653375,-19.1556958325
"1808","7121","2012",5969,41150,146.8653375,-19.1556958325
"1808","7121","2013",6472,41150,146.8653375,-19.1556958325
"1808","7121","2014",7393,41300,146.8653375,-19.1556958325
"1808","7121","2015",6869,41200,146.8653375,-19.1556958325
"1808","7121","2016",7739,40999,146.8653375,-19.1556958325
"1808","7121","2017",7703,41100,146.8653375,-19.1556958325
"1808","7121","2019",11290,41250,146.8653375,-19.1556958325
"1808","7121","2020",9198,40950,146.8653375,-19.1556958325
"1808","7121","2021",10314,41000,146.8653375,-19.1556958325
"1808","7121","2022",20898,63750,146.86681208325,-19.15506666675
"1808","7121","2023",26358,75300,146.866140291625,-19.155232249625
"1808","7121","2024",15760,56000,146.8659010555,-19.1553009995
"1808","7127","2022",7289,20300,146.881485,-19.1182115
"1808","7127","2023",8424,16750,146.881485,-19.1182115
"1808","7127","2024",7968,18300,146.881485,-19.1182115
"1808","7130","2022",12850,22850,146.873940666667,-19.139674
"1808","7130","2023",17410,29300,146.874018,-19.138512
"1808","7130","2024",11787,35950,146.874537666667,-19.1369036666667
"1808","7131","2022",1841,3050,146.814617,-19.117147
"1808","7131","2023",3298,5200,146.821089,-19.1143445
"1808","7131","2024",5501,12250,146.821089,-19.1143445
"1808","7146","2024",416,650,146.636138,-19.034515
"1808","10064","2008",1859,38150,147.057644466667,-18.4750944433333
"1808","10064","2010",3403,39050,147.057644466667,-18.4750944433333
"1808","10064","2012",841,38000,147.057644466667,-18.4750944433333
"1808","10064","2014",2706,39800,147.057644466667,-18.4750944433333
"1808","10064","2016",7739,39500,147.057644466667,-18.4750944433333
"1808","10064","2018",15604,69150,147.057644466667,-18.4750944433333
"1808","10064","2020",15500,53250,147.057644466667,-18.4750944433333
"1808","10071","2008",2840,25750,147.059625,-18.429875
"1808","10071","2010",3797,26150,147.059625,-18.429875
"1808","10071","2012",1678,26800,147.059625,-18.429875
"1808","10071","2014",2078,26250,147.059625,-18.429875
"1808","10071","2016",5212,26000,147.059625,-18.429875
"1808","10071","2018",4507,36150,147.059625,-18.429875
"1808","10071","2020",7777,35000,147.059625,-18.429875
"1808","10075","2008",1256,13550,147.06155,-18.43516667
"1808","10075","2010",1254,13150,147.06155,-18.43516667
"1808","10075","2012",596,12600,147.06155,-18.43516667
"1808","10075","2014",600,12450,147.06155,-18.43516667
"1808","10075","2016",1609,12450,147.06155,-18.43516667
"1808","10075","2018",1526,19300,147.06155,-18.43516667
"1808","10075","2020",1921,18200,147.06155,-18.43516667
"1808","10093","2007",2384,38050,146.881094433333,-18.4751555566667
"1808","10093","2009",5592,38450,146.881094433333,-18.4751555566667
"1808","10093","2011",2801,38400,146.881094433333,-18.4751555566667
"1808","10093","2013",5956,45050,146.881094433333,-18.4751555566667
"1808","10093","2015",13523,40250,146.881094433333,-18.4751555566667
"1808","10093","2017",11950,42500,146.881094433333,-18.4751555566667
"1808","10093","2019",1526,52750,146.881094433333,-18.4751555566667
"1808","10093","2020",2523,50350,146.881094433333,-18.4751555566667
"1808","10093","2021",4246,58800,146.881094433333,-18.4751555566667
"1808","10093","2022",5468,52450,146.881094433333,-18.4751555566667
"1808","10093","2023",8549,56500,146.881094433333,-18.4751555566667
"1808","10093","2024",11610,55500,146.881094433333,-18.4751555566667
"1808","10098","2008",3323,37500,147.001455566667,-18.4615666666667
"1808","10098","2010",5927,38400,147.001455566667,-18.4615666666667
"1808","10098","2012",3518,40500,147.001455566667,-18.4615666666667
"1808","10098","2014",6853,38550,147.001455566667,-18.4615666666667
"1808","10098","2016",14944,42150,147.001455566667,-18.4615666666667
"1808","10098","2018",19946,55350,147.001455566667,-18.4615666666667
"1808","10098","2020",17142,52800,147.001455566667,-18.4615666666667
"1808","10106","2008",2096,39250,146.987161133333,-18.4210111133333
"1808","10106","2010",3607,39750,146.987161133333,-18.4210111133333
"1808","10106","2012",2515,41350,146.987161133333,-18.4210111133333
"1808","10106","2014",3447,39750,146.987161133333,-18.4210111133333
"1808","10106","2016",6080,39150,146.987161133333,-18.4210111133333
"1808","10106","2018",7859,56700,146.987161133333,-18.4210111133333
"1808","10106","2020",10751,56000,146.987161133333,-18.4210111133333
"1808","10106","2022",10942,52700,146.987161133333,-18.4210111133333
"1808","10106","2023",11629,59450,146.987161133333,-18.4210111133333
"1808","10106","2024",9800,58600,146.987161133333,-18.4210111133333
"1808","10124","2008",1512,13450,147.2975667,-18.62006667
"1808","10124","2010",2090,13000,147.2975667,-18.62006667
"1808","10124","2012",300,13700,147.2975667,-18.62006667
"1808","10124","2014",613,13300,147.2975667,-18.62006667
"1808","10124","2016",2267,12300,147.2975667,-18.62006667
"1808","10124","2018",7960,17050,147.2975667,-18.62006667
"1808","10124","2020",5415,18250,147.2975667,-18.62006667
"1808","10124","2023",5064,18950,147.2975667,-18.62006667
"1808","10124","2024",3586,17600,147.2975667,-18.62006667
"1808","10135","2007",281,26050,147.08366665,-18.625916665
"1808","10135","2009",604,25800,147.08366665,-18.625916665
"1808","10135","2011",817,25750,147.08366665,-18.625916665
"1808","10135","2013",2167,26650,147.08366665,-18.625916665
"1808","10135","2015",5444,26750,147.08366665,-18.625916665
"1808","10135","2017",5919,27600,147.08366665,-18.625916665
"1808","10135","2019",2806,32400,147.08366665,-18.625916665
"1808","10135","2020",2390,37450,147.08366665,-18.625916665
"1808","10135","2021",2098,30900,147.08366665,-18.625916665
"1808","10135","2022",2311,34300,147.08366665,-18.625916665
"1808","10135","2023",2235,38500,147.08366665,-18.625916665
"1808","10135","2024",3088,40950,147.08366665,-18.625916665
"1808","10136","2007",317,13050,147.0814667,-18.61881667
"1808","10136","2009",570,12650,147.0814667,-18.61881667
"1808","10136","2011",754,12300,147.0814667,-18.61881667
"1808","10136","2013",2075,15800,147.0814667,-18.61881667
"1808","10136","2015",4014,13150,147.0814667,-18.61881667
"1808","10136","2017",4702,14500,147.0814667,-18.61881667
"1808","10136","2019",2388,16550,147.0814667,-18.61881667
"1808","10136","2020",3016,18850,147.0814667,-18.61881667
"1808","10136","2021",3339,16800,147.0814667,-18.61881667
"1808","10136","2022",2991,18300,147.0814667,-18.61881667
"1808","10136","2023",3068,18800,147.0814667,-18.61881667
"1808","10136","2024",3923,21400,147.0814667,-18.61881667
"1808","10180","2020",952,2050,146.742387,-18.315422
"1808","10188","2020",1537,3950,146.7703905,-18.3040805
"1808","10223","2012",3591,75150,147.3977372,-18.26519977
"1808","10225","2007",2947,12850,147.3812667,-18.25716667
"1808","10225","2009",3340,13050,147.3812667,-18.25716667
"1808","10225","2011",2396,13900,147.3812667,-18.25716667
"1808","10225","2013",3140,13300,147.3812667,-18.25716667
"1808","10225","2015",3168,15100,147.3812667,-18.25716667
"1808","10225","2017",3255,13750,147.3812667,-18.25716667
"1808","10225","2019",3704,14100,147.3812667,-18.25716667
"1808","10225","2020",5940,18500,147.3812667,-18.25716667
"1808","10225","2021",5243,15050,147.3812667,-18.25716667
"1808","10225","2022",8525,21550,147.3812667,-18.25716667
"1808","10225","2023",7161,20300,147.3812667,-18.25716667
"1808","10225","2024",6039,18700,147.3812667,-18.25716667
"1808","10226","2007",5553,25650,147.38829165,-18.25450833
"1808","10226","2009",6384,25400,147.38829165,-18.25450833
"1808","10226","2011",4458,25400,147.38829165,-18.25450833
"1808","10226","2012",7685,49800,147.3862838,-18.2544353
"1808","10226","2013",5377,26950,147.38829165,-18.25450833
"1808","10226","2015",5428,26850,147.38829165,-18.25450833
"1808","10226","2017",6003,26100,147.38829165,-18.25450833
"1808","10226","2019",7099,26300,147.38829165,-18.25450833
"1808","10226","2020",11087,35550,147.38829165,-18.25450833
"1808","10226","2021",10091,29350,147.38829165,-18.25450833
"1808","10226","2022",14071,40500,147.38829165,-18.25450833
"1808","10226","2023",13650,40350,147.38829165,-18.25450833
"1808","10226","2024",11809,37200,147.38829165,-18.25450833
"1808","10227","2012",4266,73850,147.385408,-18.2780868
"1808","10271","2020",1318,3150,146.785247,-18.040422
"1808","10296","2008",3983,27200,147.29959165,-18.622983335
"1808","10296","2010",5080,25900,147.29959165,-18.622983335
"1808","10296","2012",2722,26350,147.29959165,-18.622983335
"1808","10296","2014",5055,26800,147.29959165,-18.622983335
"1808","10296","2016",7989,26100,147.29959165,-18.622983335
"1808","10296","2018",10777,35300,147.29959165,-18.622983335
"1808","10296","2020",10493,35150,147.29959165,-18.622983335
"1808","10296","2023",12880,39500,147.29959165,-18.622983335
"1808","10296","2024",11765,41150,147.29959165,-18.622983335
"1808","10326","2012",34163,255100,147.56879045,-18.58879575
"1808","10327","2008",2166,12900,147.5771833,-18.57106667
"1808","10327","2010",2378,13100,147.5771833,-18.57106667
"1808","10327","2012",804,12800,147.5771833,-18.57106667
"1808","10327","2014",1293,13250,147.5771833,-18.57106667
"1808","10327","2016",2429,13050,147.5771833,-18.57106667
"1808","10327","2018",4863,27950,147.5771833,-18.57106667
"1808","10327","2020",3481,16800,147.5771833,-18.57106667
"1808","10327","2022",6100,25400,147.5771833,-18.57106667
"1808","10327","2023",4454,18750,147.5771833,-18.57106667
"1808","10327","2024",5684,20100,147.5771833,-18.57106667
"1808","10328","2008",6314,40600,147.573405566667,-18.60423889
"1808","10328","2010",7133,39450,147.573405566667,-18.60423889
"1808","10328","2012",2206,38800,147.573405566667,-18.60423889
"1808","10328","2014",3792,39700,147.573405566667,-18.60423889
"1808","10328","2016",7175,39100,147.573405566667,-18.60423889
"1808","10328","2018",16406,71450,147.573405566667,-18.60423889
"1808","10328","2020",13682,52050,147.573405566667,-18.60423889
"1808","10330","2008",6133,26150,147.580925,-18.572791665
"1808","10330","2010",6649,26100,147.580925,-18.572791665
"1808","10330","2012",3401,49300,147.580896,-18.57373961
"1808","10330","2014",3523,26900,147.580925,-18.572791665
"1808","10330","2016",6102,26650,147.580925,-18.572791665
"1808","10330","2018",17693,52350,147.580925,-18.572791665
"1808","10330","2020",16212,34700,147.580925,-18.572791665
"1808","10330","2022",23959,45950,147.580925,-18.572791665
"1808","10330","2023",19810,38100,147.580925,-18.572791665
"1808","10330","2024",16034,37800,147.580925,-18.572791665
"1808","10351","2007",6365,36400,147.457138866667,-18.4030666666667
"1808","10351","2009",7886,38700,147.457138866667,-18.4030666666667
"1808","10351","2011",3736,42750,147.457138866667,-18.4030666666667
"1808","10351","2013",3835,39250,147.457138866667,-18.4030666666667
"1808","10351","2015",4848,41300,147.457138866667,-18.4030666666667
"1808","10351","2017",6830,41150,147.457138866667,-18.4030666666667
"1808","10351","2019",7724,45050,147.457138866667,-18.4030666666667
"1808","10351","2021",11124,47150,147.457138866667,-18.4030666666667
"1808","10351","2022",16018,54900,147.457138866667,-18.4030666666667
"1808","10351","2023",13108,57550,147.457138866667,-18.4030666666667
"1808","10351","2024",14623,60250,147.457138866667,-18.4030666666667
"1808","10376","2007",3612,25600,147.72276665,-18.653958335
"1808","10376","2009",3977,25300,147.72276665,-18.653958335
"1808","10376","2011",1996,27250,147.72276665,-18.653958335
"1808","10376","2012",10109,237900,147.7217695,-18.653988
"1808","10376","2013",3080,27700,147.72276665,-18.653958335
"1808","10376","2015",4497,26850,147.72276665,-18.653958335
"1808","10376","2017",6007,27000,147.72276665,-18.653958335
"1808","10376","2020",11931,35300,147.72276665,-18.653958335
"1808","10376","2021",14476,35000,147.72276665,-18.653958335
"1808","10376","2022",18361,44100,147.72276665,-18.653958335
"1808","10376","2023",16150,37350,147.72276665,-18.653958335
"1808","10376","2024",13448,35800,147.72276665,-18.653958335
"1808","10378","2007",948,12350,147.72365,-18.66045
"1808","10378","2009",1293,13350,147.72365,-18.66045
"1808","10378","2011",761,14050,147.72365,-18.66045
"1808","10378","2013",1015,12600,147.72365,-18.66045
"1808","10378","2015",2007,15050,147.72365,-18.66045
"1808","10378","2017",3139,13200,147.72365,-18.66045
"1808","10378","2020",7081,17300,147.72365,-18.66045
"1808","10378","2021",7366,16000,147.72365,-18.66045
"1808","10378","2022",10546,22150,147.72365,-18.66045
"1808","10378","2023",8534,18250,147.72365,-18.66045
"1808","10378","2024",7550,18050,147.72365,-18.66045
"1808","10379","2012",2144,75200,147.716669,-18.6686025
"1808","10391","2008",4313,38450,147.436266666667,-18.6192666666667
"1808","10391","2010",4657,38500,147.436266666667,-18.6192666666667
"1808","10391","2012",2072,40600,147.436266666667,-18.6192666666667
"1808","10391","2014",2773,39500,147.436266666667,-18.6192666666667
"1808","10391","2016",4482,38800,147.436266666667,-18.6192666666667
"1808","10391","2018",5741,72800,147.436266666667,-18.6192666666667
"1808","10391","2020",3986,54050,147.436266666667,-18.6192666666667
"1808","10405","2007",2580,20200,146.4821667,-18.56909167
"1808","10405","2008",5078,51700,146.49006668,-18.571206666
"1808","10405","2009",2666,20650,146.4821667,-18.56909167
"1808","10405","2010",4385,51500,146.49006668,-18.571206666
"1808","10405","2011",2215,51900,146.49006668,-18.571206666
"1808","10405","2012",2600,51600,146.49006668,-18.571206666
"1808","10405","2013",1484,20500,146.4821667,-18.56909167
"1808","10405","2014",3138,50800,146.49006668,-18.571206666
"1808","10405","2015",2041,20800,146.4821667,-18.56909167
"1808","10405","2016",7124,50750,146.49006668,-18.571206666
"1808","10405","2017",2044,20800,146.4821667,-18.56909167
"1808","10405","2018",9837,50900,146.49006668,-18.571206666
"1808","10405","2019",14442,51800,146.49006668,-18.571206666
"1808","10405","2020",14511,51750,146.49006668,-18.571206666
"1808","10405","2021",14446,51050,146.49006668,-18.571206666
"1808","10405","2022",13062,50550,146.49006668,-18.571206666
"1808","10405","2023",17893,55250,146.488627342857,-18.5707710471429
"1808","10405","2024",11922,50790,146.49006668,-18.571206666
"1808","10406","2007",2708,20900,146.48865835,-18.54058333
"1808","10406","2008",2064,20450,146.48865835,-18.54058333
"1808","10406","2009",1882,20550,146.48865835,-18.54058333
"1808","10406","2010",1461,20800,146.48865835,-18.54058333
"1808","10406","2011",1485,20550,146.48865835,-18.54058333
"1808","10406","2012",1591,20500,146.48865835,-18.54058333
"1808","10406","2013",1228,20550,146.48865835,-18.54058333
"1808","10406","2014",2005,20250,146.48865835,-18.54058333
"1808","10406","2015",2052,20700,146.48865835,-18.54058333
"1808","10406","2016",2364,20350,146.48865835,-18.54058333
"1808","10406","2017",2525,20600,146.48865835,-18.54058333
"1808","10406","2018",2228,21000,146.48865835,-18.54058333
"1808","10406","2019",2232,20450,146.48865835,-18.54058333
"1808","10406","2020",2478,20450,146.48865835,-18.54058333
"1808","10406","2021",3262,20500,146.48865835,-18.54058333
"1808","10406","2022",3829,20400,146.48865835,-18.54058333
"1808","10406","2023",9433,31000,146.48881014,-18.543119132
"1808","10406","2024",3176,20848,146.48865835,-18.54058333
"1808","10407","2023",1901,5350,146.4871735,-18.6509105
"1808","10408","2023",3523,10100,146.487474333333,-18.607061
"1808","10410","2008",1787,10250,146.49715,-18.57445
"1808","10410","2010",1564,10250,146.49715,-18.57445
"1808","10410","2011",247,10600,146.49715,-18.57445
"1808","10410","2012",116,10250,146.49715,-18.57445
"1808","10410","2014",216,10400,146.49715,-18.57445
"1808","10410","2016",931,10300,146.49715,-18.57445
"1808","10410","2018",2778,10150,146.49715,-18.57445
"1808","10410","2019",4767,10250,146.49715,-18.57445
"1808","10410","2020",5456,10250,146.49715,-18.57445
"1808","10410","2021",5931,10250,146.49715,-18.57445
"1808","10410","2022",6234,10450,146.49715,-18.57445
"1808","10410","2023",5964,10550,146.49715,-18.57445
"1808","10410","2024",4438,10342,146.49715,-18.57445
"1808","10411","2023",994,2400,146.484111,-18.576414
"1808","10416","2007",2823,38950,146.541272233333,-18.8337277766667
"1808","10416","2009",1763,39750,146.541272233333,-18.8337277766667
"1808","10416","2011",892,40100,146.541272233333,-18.8337277766667
"1808","10416","2013",836,43400,146.541272233333,-18.8337277766667
"1808","10416","2014",599,39550,146.541272233333,-18.8337277766667
"1808","10416","2015",1356,39500,146.541272233333,-18.8337277766667
"1808","10416","2017",2169,40600,146.541272233333,-18.8337277766667
"1808","10416","2019",8181,47950,146.541272233333,-18.8337277766667
"1808","10416","2021",5402,48050,146.541272233333,-18.8337277766667
"1808","10416","2022",5561,51500,146.541272233333,-18.8337277766667
"1808","10416","2023",10012,58200,146.541272233333,-18.8337277766667
"1808","10416","2024",9934,55150,146.541272233333,-18.8337277766667
"1808","10418","2007",21709,80150,146.433007157143,-18.8137214285714
"1808","10418","2008",5142,42550,146.43523335,-18.8153208325
"1808","10418","2009",21103,79900,146.433007157143,-18.8137214285714
"1808","10418","2010",2959,40900,146.43523335,-18.8153208325
"1808","10418","2011",16181,77650,146.433007157143,-18.8137214285714
"1808","10418","2012",2071,40650,146.43523335,-18.8153208325
"1808","10418","2013",21262,92200,146.433007157143,-18.8137214285714
"1808","10418","2014",2079,41250,146.43523335,-18.8153208325
"1808","10418","2015",15600,41150,146.4300389,-18.81158889
"1808","10418","2016",2796,39000,146.43523335,-18.8153208325
"1808","10418","2017",18723,81300,146.433007157143,-18.8137214285714
"1808","10418","2018",3616,40850,146.43523335,-18.8153208325
"1808","10418","2019",22491,54500,146.4300389,-18.81158889
"1808","10418","2020",5025,41050,146.43523335,-18.8153208325
"1808","10418","2021",31052,98300,146.433007157143,-18.8137214285714
"1808","10418","2022",31702,99250,146.432747233333,-18.8132083333333
"1808","10418","2023",36057,98100,146.433007157143,-18.8137214285714
"1808","10418","2024",37222,105200,146.433007157143,-18.8137214285714
"1808","10419","2007",5840,41550,146.541699975,-18.8469541675
"1808","10419","2009",5902,41650,146.541699975,-18.8469541675
"1808","10419","2011",4680,39600,146.541699975,-18.8469541675
"1808","10419","2013",8536,41150,146.541699975,-18.8469541675
"1808","10419","2015",15112,41300,146.541699975,-18.8469541675
"1808","10419","2016",16717,41350,146.541699975,-18.8469541675
"1808","10419","2017",12084,41050,146.541699975,-18.8469541675
"1808","10419","2018",11751,41200,146.541699975,-18.8469541675
"1808","10419","2019",11475,41150,146.541699975,-18.8469541675
"1808","10419","2020",10535,41100,146.541699975,-18.8469541675
"1808","10419","2021",10704,40950,146.541699975,-18.8469541675
"1808","10419","2022",12491,41600,146.541699975,-18.8469541675
"1808","10419","2023",12318,40050,146.541699975,-18.8469541675
"1808","10419","2024",13069,40850,146.541699975,-18.8469541675
"1808","10432","2023",4774,5950,146.509199,-18.660423
"1808","18598","2012",10902,76800,147.6468025,-18.83965
"1808","18599","2012",22183,172100,147.6630209,-18.80401592
"1808","18602","2007",9432,38050,147.668450033333,-18.8115444466667
"1808","18602","2009",11263,38650,147.668450033333,-18.8115444466667
"1808","18602","2011",6989,39500,147.668450033333,-18.8115444466667
"1808","18602","2013",10634,42300,147.668450033333,-18.8115444466667
"1808","18602","2015",9773,41450,147.668450033333,-18.8115444466667
"1808","18602","2017",11206,40950,147.668450033333,-18.8115444466667
"1808","18602","2019",15610,46050,147.668450033333,-18.8115444466667
"1808","18602","2021",20747,55400,147.668450033333,-18.8115444466667
"1808","18602","2022",22387,61900,147.668450033333,-18.8115444466667
"1808","18602","2023",19766,60400,147.668450033333,-18.8115444466667
"1808","18602","2024",21763,62650,147.668450033333,-18.8115444466667
"1819","6931","2008",1953,38850,146.574983366667,-17.8124833333333
"1819","6931","2010",6280,40150,146.574983366667,-17.8124833333333
"1819","6931","2012",6955,38400,146.574983366667,-17.8124833333333
"1819","6931","2015",23575,38300,146.574983366667,-17.8124833333333
"1819","6931","2018",2060,57200,146.574983366667,-17.8124833333333
"1819","6931","2020",2378,52400,146.574983366667,-17.8124833333333
"1819","6931","2022",3573,43950,146.574983366667,-17.8124833333333
"1819","6931","2023",4801,56550,146.574983366667,-17.8124833333333
"1819","6931","2024",15207,117700,146.574983366667,-17.8124833333333
"1819","10269","2020",4551,6750,146.787363333333,-18.027826
"1819","10458","2012",16101,76200,145.8247746,-15.92901997
"1819","10460","2012",13452,114300,145.8347908,-15.94711273
"1819","10460","2016",10899,64550,145.8347908,-15.94711273
"1819","10566","2012",13551,70800,145.8117343,-16.13203156
"1819","10566","2014",533,2400,145.8117343,-16.13203156
"1819","10566","2016",5748,26950,145.8117343,-16.13203156
"1819","10566","2017",4035,28950,145.8117343,-16.13203156
"1819","10601","2012",34508,140500,145.8242895,-15.96647488
"1819","10601","2016",8233,52550,145.8242895,-15.96647488
"1819","10610","2007",10351,39300,145.849344433333,-16.0738166666667
"1819","10610","2009",10398,39250,145.849344433333,-16.0738166666667
"1819","10610","2011",11269,39300,145.849344433333,-16.0738166666667
"1819","10610","2012",4799,44050,145.84783615,-16.073902195
"1819","10610","2013",6010,41400,145.849344433333,-16.0738166666667
"1819","10610","2015",6770,41350,145.849344433333,-16.0738166666667
"1819","10610","2016",16096,133150,145.84987385,-16.07434741
"1819","10610","2017",2957,33950,145.8514621,-16.07593964
"1819","10610","2019",9093,55250,145.849344433333,-16.0738166666667
"1819","10610","2021",14532,53900,145.849344433333,-16.0738166666667
"1819","10610","2022",33542,93750,145.849344433333,-16.0738166666667
"1819","10610","2023",20028,52350,145.849344433333,-16.0738166666667
"1819","10610","2024",18499,55650,145.849344433333,-16.0738166666667
"1819","10614","2007",9969,38850,145.870172233333,-16.04258889
"1819","10614","2009",11870,38150,145.870172233333,-16.04258889
"1819","10614","2011",11064,40100,145.870172233333,-16.04258889
"1819","10614","2012",2985,6450,145.8578331,-16.03180472
"1819","10614","2013",5845,40500,145.870172233333,-16.04258889
"1819","10614","2015",8013,41550,145.870172233333,-16.04258889
"1819","10614","2016",5853,46700,145.870172233333,-16.04258889
